證券代碼	簡稱	年月日	收盤價(元)	流通在外股數(千股)
Y9998  	TEJ 大盤     	20210908	 17270.4900	   729711502
Y9998  	TEJ 大盤     	20210909	 17304.3300	   729716479
Y9998  	TEJ 大盤     	20210910	 17474.5700	   730241479
Y9998  	TEJ 大盤     	20210913	 17446.3100	   730224640
Y9998  	TEJ 大盤     	20210914	 17434.9000	   730228905
Y9998  	TEJ 大盤     	20210915	 17354.0000	   730264081
Y9998  	TEJ 大盤     	20210916	 17278.7000	   730613373
Y9998  	TEJ 大盤     	20210917	 17276.7900	   730796331
Y9998  	TEJ 大盤     	20210922	 16925.8200	   730876734
Y9998  	TEJ 大盤     	20210923	 17078.2200	   731517406
Y9998  	TEJ 大盤     	20210924	 17260.1900	   731667755
Y9998  	TEJ 大盤     	20210927	 17313.7700	   731683942
Y9998  	TEJ 大盤     	20210928	 17181.4400	   731698572
Y9998  	TEJ 大盤     	20210929	 16855.4600	   731714123
Y9998  	TEJ 大盤     	20210930	 16934.7700	   731822534
Y9998  	TEJ 大盤     	20211001	 16570.8900	   733345569
Y9998  	TEJ 大盤     	20211004	 16408.3500	   733520212
Y9998  	TEJ 大盤     	20211005	 16460.7500	   733520338
Y9998  	TEJ 大盤     	20211006	 16393.1600	   733621365
Y9998  	TEJ 大盤     	20211007	 16713.8600	   733643365
Y9998  	TEJ 大盤     	20211008	 16640.4300	   733763381
Y9998  	TEJ 大盤     	20211012	 16462.8400	   733761348
Y9998  	TEJ 大盤     	20211013	 16347.9900	   733813318
Y9998  	TEJ 大盤     	20211014	 16387.2800	   733812896
Y9998  	TEJ 大盤     	20211015	 16781.1900	   733812896
Y9998  	TEJ 大盤     	20211018	 16705.4600	   733839063
Y9998  	TEJ 大盤     	20211019	 16900.6700	   733839063
Y9998  	TEJ 大盤     	20211020	 16887.8200	   733797820
Y9998  	TEJ 大盤     	20211021	 16889.5100	   733801820
Y9998  	TEJ 大盤     	20211022	 16888.7400	   733801820
Y9998  	TEJ 大盤     	20211025	 16894.2400	   734043239
Y9998  	TEJ 大盤     	20211026	 17034.3400	   733940348
Y9998  	TEJ 大盤     	20211027	 17074.5500	   734002906
Y9998  	TEJ 大盤     	20211028	 17041.6300	   734005044
Y9998  	TEJ 大盤     	20211029	 16987.4100	   734101027
Y9998  	TEJ 大盤     	20211101	 17068.2400	   734432201
Y9998  	TEJ 大盤     	20211102	 17065.9700	   734437578
Y9998  	TEJ 大盤     	20211103	 17122.1600	   734434506
Y9998  	TEJ 大盤     	20211104	 17078.8600	   734615848
Y9998  	TEJ 大盤     	20211105	 17296.9000	   734673935
Y9998  	TEJ 大盤     	20211108	 17415.3000	   734612654
Y9998  	TEJ 大盤     	20211109	 17541.3600	   734612604
Y9998  	TEJ 大盤     	20211110	 17559.6500	   734612184
Y9998  	TEJ 大盤     	20211111	 17452.5200	   734618998
Y9998  	TEJ 大盤     	20211112	 17518.1300	   734615489
Y9998  	TEJ 大盤     	20211115	 17634.4700	   734613640
Y9998  	TEJ 大盤     	20211116	 17693.1300	   734605999
Y9998  	TEJ 大盤     	20211117	 17764.0400	   734621010
Y9998  	TEJ 大盤     	20211118	 17841.3700	   734591110
Y9998  	TEJ 大盤     	20211119	 17818.3100	   734603133
Y9998  	TEJ 大盤     	20211122	 17803.5400	   734555936
Y9998  	TEJ 大盤     	20211123	 17666.1200	   734595009
Y9998  	TEJ 大盤     	20211124	 17642.5200	   734595009
Y9998  	TEJ 大盤     	20211125	 17654.1900	   735098307
Y9998  	TEJ 大盤     	20211126	 17369.3900	   735102107
Y9998  	TEJ 大盤     	20211129	 17328.0900	   734997246
Y9998  	TEJ 大盤     	20211130	 17427.7600	   735374375
Y9998  	TEJ 大盤     	20211201	 17585.9900	   735620824
Y9998  	TEJ 大盤     	20211202	 17724.8800	   735625824
Y9998  	TEJ 大盤     	20211203	 17697.1400	   735625824
Y9998  	TEJ 大盤     	20211206	 17688.2100	   735224661
Y9998  	TEJ 大盤     	20211207	 17796.9200	   735225399
Y9998  	TEJ 大盤     	20211208	 17832.4200	   735245399
Y9998  	TEJ 大盤     	20211209	 17914.1200	   735261093
Y9998  	TEJ 大盤     	20211210	 17826.2600	   735320671
Y9998  	TEJ 大盤     	20211213	 17767.6000	   735320671
Y9998  	TEJ 大盤     	20211214	 17599.3700	   735320672
Y9998  	TEJ 大盤     	20211215	 17660.1000	   735325465
Y9998  	TEJ 大盤     	20211216	 17785.7400	   735325808
Y9998  	TEJ 大盤     	20211217	 17812.5900	   735325808
Y9998  	TEJ 大盤     	20211220	 17669.1100	   735286310
Y9998  	TEJ 大盤     	20211221	 17789.2700	   735286432
Y9998  	TEJ 大盤     	20211222	 17826.8300	   735286454
Y9998  	TEJ 大盤     	20211223	 17946.6600	   735286454
Y9998  	TEJ 大盤     	20211224	 17961.6400	   735323974
Y9998  	TEJ 大盤     	20211227	 18048.9400	   735155750
Y9998  	TEJ 大盤     	20211228	 18196.8100	   735155550
Y9998  	TEJ 大盤     	20211229	 18248.2800	   735155550
Y9998  	TEJ 大盤     	20211230	 18218.8400	   732517313
Y9998  	TEJ 大盤     	20220103	 18270.5100	   732739813
Y9998  	TEJ 大盤     	20220104	 18526.3500	   732739831
Y9998  	TEJ 大盤     	20220105	 18499.9600	   732524348
Y9998  	TEJ 大盤     	20220106	 18367.9200	   732496417
Y9998  	TEJ 大盤     	20220107	 18169.7600	   732495417
Y9998  	TEJ 大盤     	20220110	 18239.3800	   732504870
Y9998  	TEJ 大盤     	20220111	 18288.2100	   732510631
Y9998  	TEJ 大盤     	20220112	 18375.4000	   732575631
Y9998  	TEJ 大盤     	20220113	 18436.9300	   732576734
Y9998  	TEJ 大盤     	20220114	 18403.3300	   732569282
Y9998  	TEJ 大盤     	20220117	 18525.4400	   732569054
Y9998  	TEJ 大盤     	20220118	 18378.6400	   732569054
Y9998  	TEJ 大盤     	20220119	 18227.4600	   732665974
Y9998  	TEJ 大盤     	20220120	 18218.2800	   732665974
Y9998  	TEJ 大盤     	20220121	 17899.3000	   732665974
Y9998  	TEJ 大盤     	20220124	 17989.0400	   732665974
Y9998  	TEJ 大盤     	20220125	 17701.1200	   732682274
Y9998  	TEJ 大盤     	20220126	 17674.4000	   732827211
Y9998  	TEJ 大盤     	20220207	 17900.3000	   736541216
Y9998  	TEJ 大盤     	20220208	 17966.5600	   736539701
Y9998  	TEJ 大盤     	20220209	 18151.7600	   736553912
Y9998  	TEJ 大盤     	20220210	 18338.0500	   736580118
Y9998  	TEJ 大盤     	20220211	 18310.9400	   736574862
Y9998  	TEJ 大盤     	20220214	 17997.6700	   736583667
Y9998  	TEJ 大盤     	20220215	 17951.8100	   736583667
Y9998  	TEJ 大盤     	20220216	 18231.4700	   736583667
Y9998  	TEJ 大盤     	20220217	 18268.5700	   736583667
Y9998  	TEJ 大盤     	20220218	 18232.3500	   736583668
Y9998  	TEJ 大盤     	20220221	 18221.4900	   736589736
Y9998  	TEJ 大盤     	20220222	 17969.2900	   736577270
Y9998  	TEJ 大盤     	20220223	 18055.7300	   737057427
Y9998  	TEJ 大盤     	20220224	 17594.5500	   737110998
Y9998  	TEJ 大盤     	20220225	 17652.1800	   737227044
Y9998  	TEJ 大盤     	20220301	 17898.2500	   737477734
Y9998  	TEJ 大盤     	20220302	 17867.6000	   737423521
Y9998  	TEJ 大盤     	20220303	 17934.4000	   737373521
Y9998  	TEJ 大盤     	20220304	 17736.5200	   737373521
Y9998  	TEJ 大盤     	20220307	 17178.6900	   737373195
Y9998  	TEJ 大盤     	20220308	 16825.2500	   737499497
Y9998  	TEJ 大盤     	20220309	 17015.3600	   737479697
Y9998  	TEJ 大盤     	20220310	 17433.2000	   737479637
Y9998  	TEJ 大盤     	20220311	 17264.7400	   737476349
Y9998  	TEJ 大盤     	20220314	 17263.0400	   737541669
Y9998  	TEJ 大盤     	20220315	 16926.0600	   737541518
Y9998  	TEJ 大盤     	20220316	 16940.8300	   737547391
Y9998  	TEJ 大盤     	20220317	 17448.2200	   737547326
Y9998  	TEJ 大盤     	20220318	 17456.5200	   737547326
Y9998  	TEJ 大盤     	20220321	 17560.3600	   737546816
Y9998  	TEJ 大盤     	20220322	 17559.7100	   737546816
Y9998  	TEJ 大盤     	20220323	 17731.3700	   737547091
Y9998  	TEJ 大盤     	20220324	 17699.0600	   737546851
Y9998  	TEJ 大盤     	20220325	 17676.9500	   737549468
Y9998  	TEJ 大盤     	20220328	 17520.0100	   737495168
Y9998  	TEJ 大盤     	20220329	 17548.6600	   737495182
Y9998  	TEJ 大盤     	20220330	 17740.5600	   737497552
Y9998  	TEJ 大盤     	20220331	 17693.4700	   737636521
Y9998  	TEJ 大盤     	20220401	 17625.5900	   737636521
Y9998  	TEJ 大盤     	20220406	 17522.5000	   737636521
Y9998  	TEJ 大盤     	20220407	 17178.6300	   737558341
Y9998  	TEJ 大盤     	20220408	 17284.5400	   737559354
Y9998  	TEJ 大盤     	20220411	 17048.3700	   737565938
Y9998  	TEJ 大盤     	20220412	 16990.9100	   737565978
Y9998  	TEJ 大盤     	20220413	 17301.6500	   737565978
Y9998  	TEJ 大盤     	20220414	 17245.6500	   737713968
Y9998  	TEJ 大盤     	20220415	 17004.1800	   737714017
Y9998  	TEJ 大盤     	20220418	 16898.8700	   737714017
Y9998  	TEJ 大盤     	20220419	 16993.4000	   737722547
Y9998  	TEJ 大盤     	20220420	 17148.8800	   737729879
Y9998  	TEJ 大盤     	20220421	 17127.9500	   737322359
Y9998  	TEJ 大盤     	20220422	 17025.0900	   738694753
Y9998  	TEJ 大盤     	20220425	 16620.9000	   738702199
Y9998  	TEJ 大盤     	20220426	 16644.7900	   738702148
Y9998  	TEJ 大盤     	20220427	 16303.3500	   738702145
Y9998  	TEJ 大盤     	20220428	 16419.3800	   738702145
Y9998  	TEJ 大盤     	20220429	 16592.1800	   738778448
Y9998  	TEJ 大盤     	20220503	 16498.9000	   738640211
Y9998  	TEJ 大盤     	20220504	 16565.8300	   738611895
Y9998  	TEJ 大盤     	20220505	 16696.1200	   738601753
Y9998  	TEJ 大盤     	20220506	 16408.2000	   738601563
Y9998  	TEJ 大盤     	20220509	 16048.9200	   738666495
Y9998  	TEJ 大盤     	20220510	 16061.7000	   738665108
Y9998  	TEJ 大盤     	20220511	 16006.2500	   738665108
Y9998  	TEJ 大盤     	20220512	 15616.6800	   738664496
Y9998  	TEJ 大盤     	20220513	 15832.5400	   738664453
Y9998  	TEJ 大盤     	20220516	 15901.0400	   738664314
Y9998  	TEJ 大盤     	20220517	 16056.0900	   738664312
Y9998  	TEJ 大盤     	20220518	 16296.8600	   738664312
Y9998  	TEJ 大盤     	20220519	 16020.3200	   738745945
Y9998  	TEJ 大盤     	20220520	 16144.8500	   738745945
Y9998  	TEJ 大盤     	20220523	 16156.4100	   738745945
Y9998  	TEJ 大盤     	20220524	 15963.6300	   738745945
Y9998  	TEJ 大盤     	20220525	 16104.0300	   738745400
Y9998  	TEJ 大盤     	20220526	 15968.8300	   738745400
Y9998  	TEJ 大盤     	20220527	 16266.2200	   738746471
Y9998  	TEJ 大盤     	20220530	 16610.6200	   738746541
Y9998  	TEJ 大盤     	20220531	 16807.7700	   738803827
Y9998  	TEJ 大盤     	20220601	 16675.0900	   738857827
Y9998  	TEJ 大盤     	20220602	 16552.5700	   738857827
Y9998  	TEJ 大盤     	20220606	 16605.9600	   738857827
Y9998  	TEJ 大盤     	20220607	 16512.8800	   738857827
Y9998  	TEJ 大盤     	20220608	 16670.5100	   738857882
Y9998  	TEJ 大盤     	20220609	 16621.3400	   738857882
Y9998  	TEJ 大盤     	20220610	 16460.1200	   738857848
Y9998  	TEJ 大盤     	20220613	 16070.9800	   738857848
Y9998  	TEJ 大盤     	20220614	 16047.3700	   738857715
Y9998  	TEJ 大盤     	20220615	 15999.2500	   738857757
Y9998  	TEJ 大盤     	20220616	 15838.6100	   738857751
Y9998  	TEJ 大盤     	20220617	 15641.2600	   738857751
Y9998  	TEJ 大盤     	20220620	 15367.5800	   738858851
Y9998  	TEJ 大盤     	20220621	 15728.6400	   739189351
Y9998  	TEJ 大盤     	20220622	 15347.7500	   739262023
Y9998  	TEJ 大盤     	20220623	 15176.4400	   739312023
Y9998  	TEJ 大盤     	20220624	 15303.3200	   739226928
Y9998  	TEJ 大盤     	20220627	 15548.0100	   739150872
Y9998  	TEJ 大盤     	20220628	 15439.9200	   739150872
Y9998  	TEJ 大盤     	20220629	 15240.1300	   739235876
Y9998  	TEJ 大盤     	20220630	 14825.7300	   739437249
Y9998  	TEJ 大盤     	20220701	 14343.0800	   739634497
Y9998  	TEJ 大盤     	20220704	 14217.0600	   739657024
Y9998  	TEJ 大盤     	20220705	 14349.2000	   739657024
Y9998  	TEJ 大盤     	20220706	 13985.5100	   740025852
Y9998  	TEJ 大盤     	20220707	 14336.2700	   740030577
Y9998  	TEJ 大盤     	20220708	 14464.5300	   739759864
Y9998  	TEJ 大盤     	20220711	 14340.5300	   739759864
Y9998  	TEJ 大盤     	20220712	 13950.6200	   739779155
Y9998  	TEJ 大盤     	20220713	 14324.6800	   740064223
Y9998  	TEJ 大盤     	20220714	 14438.5200	   740084736
Y9998  	TEJ 大盤     	20220715	 14550.6200	   740084741
Y9998  	TEJ 大盤     	20220718	 14719.6400	   740109741
Y9998  	TEJ 大盤     	20220719	 14694.0800	   740340668
Y9998  	TEJ 大盤     	20220720	 14733.2200	   740735193
Y9998  	TEJ 大盤     	20220721	 14937.7000	   741371275
Y9998  	TEJ 大盤     	20220722	 14949.3600	   741375275
Y9998  	TEJ 大盤     	20220725	 14936.3300	   741375275
Y9998  	TEJ 大盤     	20220726	 14806.7800	   741491898
Y9998  	TEJ 大盤     	20220727	 14921.5900	   740674286
Y9998  	TEJ 大盤     	20220728	 14891.9000	   741648551
Y9998  	TEJ 大盤     	20220729	 15000.0700	   741674179
Y9998  	TEJ 大盤     	20220801	 14981.6900	   742934419
Y9998  	TEJ 大盤     	20220802	 14747.2300	   743581558
Y9998  	TEJ 大盤     	20220803	 14777.0200	   743591550
Y9998  	TEJ 大盤     	20220804	 14702.2000	   743867991
Y9998  	TEJ 大盤     	20220805	 15036.0400	   743867338
Y9998  	TEJ 大盤     	20220808	 15020.4100	   743867156
Y9998  	TEJ 大盤     	20220809	 15050.2800	   743867226
Y9998  	TEJ 大盤     	20220810	 14939.0200	   744377167
Y9998  	TEJ 大盤     	20220811	 15197.8500	   745270292
Y9998  	TEJ 大盤     	20220812	 15288.9700	   745613715
Y9998  	TEJ 大盤     	20220815	 15417.3500	   745561697
Y9998  	TEJ 大盤     	20220816	 15420.5700	   745551714
Y9998  	TEJ 大盤     	20220817	 15465.4500	   745554306
Y9998  	TEJ 大盤     	20220818	 15396.7600	   745541513
Y9998  	TEJ 大盤     	20220819	 15408.7800	   745543445
Y9998  	TEJ 大盤     	20220822	 15245.1400	   745472211
Y9998  	TEJ 大盤     	20220823	 15095.8900	   745470091
Y9998  	TEJ 大盤     	20220824	 15069.1900	   746148166
Y9998  	TEJ 大盤     	20220825	 15200.0400	   745900442
Y9998  	TEJ 大盤     	20220826	 15278.4400	   745919721
Y9998  	TEJ 大盤     	20220829	 14926.1900	   745993215
Y9998  	TEJ 大盤     	20220830	 14953.6300	   746248415
Y9998  	TEJ 大盤     	20220831	 15095.4400	   746405182
Y9998  	TEJ 大盤     	20220901	 14801.8600	   746464281
Y9998  	TEJ 大盤     	20220902	 14673.0400	   746464281
Y9998  	TEJ 大盤     	20220905	 14661.1000	   746466530
Y9998  	TEJ 大盤     	20220906	 14677.2000	   747022051
Y9998  	TEJ 大盤     	20220907	 14410.0500	   747031560
Y9998  	TEJ 大盤     	20220908	 14583.4200	   747442981
Y9998  	TEJ 大盤     	20220912	 14807.4300	   747415883
Y9998  	TEJ 大盤     	20220913	 14894.4100	   747402205
Y9998  	TEJ 大盤     	20220914	 14658.3100	   747413230
Y9998  	TEJ 大盤     	20220915	 14670.0400	   747413230
Y9998  	TEJ 大盤     	20220916	 14561.7600	   747413230
Y9998  	TEJ 大盤     	20220919	 14425.6800	   744288770
Y9998  	TEJ 大盤     	20220920	 14549.3000	   744288770
Y9998  	TEJ 大盤     	20220921	 14424.5200	   744375886
Y9998  	TEJ 大盤     	20220922	 14284.6300	   744966134
Y9998  	TEJ 大盤     	20220923	 14118.3800	   744966134
Y9998  	TEJ 大盤     	20220926	 13778.1900	   745170255
Y9998  	TEJ 大盤     	20220927	 13826.5900	   745170255
Y9998  	TEJ 大盤     	20220928	 13466.0700	   745170256
Y9998  	TEJ 大盤     	20220929	 13534.2600	   745170256
Y9998  	TEJ 大盤     	20220930	 13424.5800	   745199434
Y9998  	TEJ 大盤     	20221003	 13300.4800	   745962773
Y9998  	TEJ 大盤     	20221004	 13576.5200	   745962923
Y9998  	TEJ 大盤     	20221005	 13801.4300	   745963423
Y9998  	TEJ 大盤     	20221006	 13892.0500	   745963373
Y9998  	TEJ 大盤     	20221007	 13702.2800	   745995373
Y9998  	TEJ 大盤     	20221011	 13106.0300	   742885633
Y9998  	TEJ 大盤     	20221012	 13081.2400	   742895303
Y9998  	TEJ 大盤     	20221013	 12810.7300	   742939279
Y9998  	TEJ 大盤     	20221014	 13128.1200	   742939279
Y9998  	TEJ 大盤     	20221017	 12966.0500	   742939867
Y9998  	TEJ 大盤     	20221018	 13124.6800	   742939867
Y9998  	TEJ 大盤     	20221019	 12976.7600	   742939867
Y9998  	TEJ 大盤     	20221020	 12946.1000	   743939867
Y9998  	TEJ 大盤     	20221021	 12819.2000	   743868096
Y9998  	TEJ 大盤     	20221024	 12856.9800	   743798649
Y9998  	TEJ 大盤     	20221025	 12666.1200	   743804619
Y9998  	TEJ 大盤     	20221026	 12729.0500	   743804324
Y9998  	TEJ 大盤     	20221027	 12926.3700	   744857741
Y9998  	TEJ 大盤     	20221028	 12788.4200	   744860818
Y9998  	TEJ 大盤     	20221031	 12949.7500	   745133373
Y9998  	TEJ 大盤     	20221101	 13037.2100	   745579844
Y9998  	TEJ 大盤     	20221102	 13100.1700	   745576844
Y9998  	TEJ 大盤     	20221103	 12986.6000	   745576697
Y9998  	TEJ 大盤     	20221104	 13026.7100	   745575377
Y9998  	TEJ 大盤     	20221107	 13223.7300	   745756509
Y9998  	TEJ 大盤     	20221108	 13347.7600	   745756602
Y9998  	TEJ 大盤     	20221109	 13638.8100	   745755978
Y9998  	TEJ 大盤     	20221110	 13503.7600	   746053177
Y9998  	TEJ 大盤     	20221111	 14007.5600	   746060202
Y9998  	TEJ 大盤     	20221114	 14174.9000	   746059290
Y9998  	TEJ 大盤     	20221115	 14546.3100	   746070877
Y9998  	TEJ 大盤     	20221116	 14537.3500	   746098801
Y9998  	TEJ 大盤     	20221117	 14535.2300	   745953338
Y9998  	TEJ 大盤     	20221118	 14504.9900	   745953338
Y9998  	TEJ 大盤     	20221121	 14449.3900	   745909960
Y9998  	TEJ 大盤     	20221122	 14542.2000	   745909960
Y9998  	TEJ 大盤     	20221123	 14608.5400	   745909910
Y9998  	TEJ 大盤     	20221124	 14784.0000	   745913910
Y9998  	TEJ 大盤     	20221125	 14778.5100	   746001383
Y9998  	TEJ 大盤     	20221128	 14556.8700	   746001359
Y9998  	TEJ 大盤     	20221129	 14709.6400	   746001319
Y9998  	TEJ 大盤     	20221130	 14879.5500	   746039475
Y9998  	TEJ 大盤     	20221201	 15012.8000	   746053547
Y9998  	TEJ 大盤     	20221202	 14970.6800	   746053547
Y9998  	TEJ 大盤     	20221205	 14980.7400	   747564154
Y9998  	TEJ 大盤     	20221206	 14728.8800	   747564154
Y9998  	TEJ 大盤     	20221207	 14630.0100	   747570619
Y9998  	TEJ 大盤     	20221208	 14553.0400	   747590619
Y9998  	TEJ 大盤     	20221209	 14705.4300	   747587237
Y9998  	TEJ 大盤     	20221212	 14612.5900	   747557905
Y9998  	TEJ 大盤     	20221213	 14522.9600	   747557905
Y9998  	TEJ 大盤     	20221214	 14739.3600	   747557905
Y9998  	TEJ 大盤     	20221215	 14734.1300	   747557905
Y9998  	TEJ 大盤     	20221216	 14528.5500	   747557965
Y9998  	TEJ 大盤     	20221219	 14433.3200	   747581026
Y9998  	TEJ 大盤     	20221220	 14170.0300	   747579171
Y9998  	TEJ 大盤     	20221221	 14234.4000	   747539841
Y9998  	TEJ 大盤     	20221222	 14442.9400	   747539836
Y9998  	TEJ 大盤     	20221223	 14271.6300	   747539836
Y9998  	TEJ 大盤     	20221226	 14285.1300	   747539836
Y9998  	TEJ 大盤     	20221227	 14328.4300	   747539851
Y9998  	TEJ 大盤     	20221228	 14173.1000	   747539852
Y9998  	TEJ 大盤     	20221229	 14085.0200	   747545852
Y9998  	TEJ 大盤     	20221230	 14137.6900	   747590954
Y9998  	TEJ 大盤     	20230103	 14224.1200	   747819751
Y9998  	TEJ 大盤     	20230104	 14199.1300	   747819751
Y9998  	TEJ 大盤     	20230105	 14301.0500	   747819816
Y9998  	TEJ 大盤     	20230106	 14373.3400	   747865255
Y9998  	TEJ 大盤     	20230109	 14752.2100	   747865255
Y9998  	TEJ 大盤     	20230110	 14802.9600	   747865258
Y9998  	TEJ 大盤     	20230111	 14751.4400	   747865258
Y9998  	TEJ 大盤     	20230112	 14731.6400	   747865313
Y9998  	TEJ 大盤     	20230113	 14824.1300	   747886320
Y9998  	TEJ 大盤     	20230116	 14927.0100	   747886320
Y9998  	TEJ 大盤     	20230117	 14932.9300	   747886320
Y9998  	TEJ 大盤     	20230130	 15493.8200	   747916291
Y9998  	TEJ 大盤     	20230131	 15265.2000	   747972395
Y9998  	TEJ 大盤     	20230201	 15420.1300	   748050065
Y9998  	TEJ 大盤     	20230202	 15595.1600	   748050066
Y9998  	TEJ 大盤     	20230203	 15602.6600	   748050048
Y9998  	TEJ 大盤     	20230206	 15392.8200	   748050048
Y9998  	TEJ 大盤     	20230207	 15400.9100	   748800048
Y9998  	TEJ 大盤     	20230208	 15618.1700	   748800056
Y9998  	TEJ 大盤     	20230209	 15598.7100	   748800028
Y9998  	TEJ 大盤     	20230210	 15586.6500	   748800028
Y9998  	TEJ 大盤     	20230213	 15544.2800	   748819318
Y9998  	TEJ 大盤     	20230214	 15654.4800	   748819292
Y9998  	TEJ 大盤     	20230215	 15432.8900	   748819520
Y9998  	TEJ 大盤     	20230216	 15550.5000	   748843520
Y9998  	TEJ 大盤     	20230217	 15479.7000	   748871032
Y9998  	TEJ 大盤     	20230220	 15551.2300	   748871032
Y9998  	TEJ 大盤     	20230221	 15563.0000	   748870042
Y9998  	TEJ 大盤     	20230222	 15418.7700	   748870036
Y9998  	TEJ 大盤     	20230223	 15615.4100	   748870238
Y9998  	TEJ 大盤     	20230224	 15503.7900	   749002143
Y9998  	TEJ 大盤     	20230301	 15598.4900	   749501535
Y9998  	TEJ 大盤     	20230302	 15598.7200	   749345394
Y9998  	TEJ 大盤     	20230303	 15608.4200	   749346766
Y9998  	TEJ 大盤     	20230306	 15763.5100	   749356758
Y9998  	TEJ 大盤     	20230307	 15857.8900	   749354781
Y9998  	TEJ 大盤     	20230308	 15818.2000	   749357279
Y9998  	TEJ 大盤     	20230309	 15770.6600	   749357751
Y9998  	TEJ 大盤     	20230310	 15526.2000	   749361009
Y9998  	TEJ 大盤     	20230313	 15560.4900	   749008101
Y9998  	TEJ 大盤     	20230314	 15360.4200	   749007558
Y9998  	TEJ 大盤     	20230315	 15387.5900	   749012568
Y9998  	TEJ 大盤     	20230316	 15221.1200	   749012501
Y9998  	TEJ 大盤     	20230317	 15452.9600	   749002311
Y9998  	TEJ 大盤     	20230320	 15419.9700	   749000950
Y9998  	TEJ 大盤     	20230321	 15513.4500	   749000950
Y9998  	TEJ 大盤     	20230322	 15760.4600	   749000881
Y9998  	TEJ 大盤     	20230323	 15863.9500	   749000883
Y9998  	TEJ 大盤     	20230324	 15914.7000	   749000695
Y9998  	TEJ 大盤     	20230327	 15830.3100	   749004369
Y9998  	TEJ 大盤     	20230328	 15701.4800	   749000394
Y9998  	TEJ 大盤     	20230329	 15769.7600	   749000509
Y9998  	TEJ 大盤     	20230330	 15849.4300	   749008608
Y9998  	TEJ 大盤     	20230331	 15868.0600	   749113729
Y9998  	TEJ 大盤     	20230406	 15810.7700	   749113729
Y9998  	TEJ 大盤     	20230407	 15836.5000	   749914122
Y9998  	TEJ 大盤     	20230410	 15876.1700	   749777499
Y9998  	TEJ 大盤     	20230411	 15913.8800	   749777499
Y9998  	TEJ 大盤     	20230412	 15932.9700	   749777469
Y9998  	TEJ 大盤     	20230413	 15804.7600	   749777545
Y9998  	TEJ 大盤     	20230414	 15929.4300	   749777325
Y9998  	TEJ 大盤     	20230417	 15963.5500	   749695482
Y9998  	TEJ 大盤     	20230418	 15869.4400	   749695482
Y9998  	TEJ 大盤     	20230419	 15770.4700	   749795462
Y9998  	TEJ 大盤     	20230420	 15707.5200	   749765879
Y9998  	TEJ 大盤     	20230421	 15602.9900	   749765879
Y9998  	TEJ 大盤     	20230424	 15626.8700	   749664616
Y9998  	TEJ 大盤     	20230425	 15370.7300	   749664614
Y9998  	TEJ 大盤     	20230426	 15374.6300	   749663005
Y9998  	TEJ 大盤     	20230427	 15411.4900	   749662909
Y9998  	TEJ 大盤     	20230428	 15579.1800	   749694983
Y9998  	TEJ 大盤     	20230502	 15636.4800	   750726104
Y9998  	TEJ 大盤     	20230503	 15553.4100	   750726046
Y9998  	TEJ 大盤     	20230504	 15609.0300	   750726046
Y9998  	TEJ 大盤     	20230505	 15626.0700	   750862669
Y9998  	TEJ 大盤     	20230508	 15699.5700	   750862581
Y9998  	TEJ 大盤     	20230509	 15727.7000	   750852162
Y9998  	TEJ 大盤     	20230510	 15641.7600	   750852152
Y9998  	TEJ 大盤     	20230511	 15514.6400	   750851952
Y9998  	TEJ 大盤     	20230512	 15502.3600	   750851677
Y9998  	TEJ 大盤     	20230515	 15475.0500	   750851641
Y9998  	TEJ 大盤     	20230516	 15673.9000	   750845688
Y9998  	TEJ 大盤     	20230517	 15925.2900	   750845688
Y9998  	TEJ 大盤     	20230518	 16101.8800	   751190819
Y9998  	TEJ 大盤     	20230519	 16174.9200	   751197583
Y9998  	TEJ 大盤     	20230522	 16180.8900	   751195308
Y9998  	TEJ 大盤     	20230523	 16188.0300	   751189208
Y9998  	TEJ 大盤     	20230524	 16159.3200	   751189208
Y9998  	TEJ 大盤     	20230525	 16292.0000	   751189132
Y9998  	TEJ 大盤     	20230526	 16505.0500	   751216507
Y9998  	TEJ 大盤     	20230529	 16636.3000	   751215145
Y9998  	TEJ 大盤     	20230530	 16622.7400	   751215209
Y9998  	TEJ 大盤     	20230531	 16578.9600	   751248318
Y9998  	TEJ 大盤     	20230601	 16512.6500	   751248318
Y9998  	TEJ 大盤     	20230602	 16706.9100	   751248318
Y9998  	TEJ 大盤     	20230605	 16714.4300	   751248318
Y9998  	TEJ 大盤     	20230606	 16761.6600	   751323414
Y9998  	TEJ 大盤     	20230607	 16922.4800	   751323414
Y9998  	TEJ 大盤     	20230608	 16733.6900	   751330414
Y9998  	TEJ 大盤     	20230609	 16886.4000	   751330414
Y9998  	TEJ 大盤     	20230612	 16955.3700	   751331414
Y9998  	TEJ 大盤     	20230613	 17216.6000	   751331426
Y9998  	TEJ 大盤     	20230614	 17238.1400	   751350826
Y9998  	TEJ 大盤     	20230615	 17334.9800	   751388988
Y9998  	TEJ 大盤     	20230616	 17288.9100	   751401702
Y9998  	TEJ 大盤     	20230619	 17274.5600	   751401962
Y9998  	TEJ 大盤     	20230620	 17184.9100	   751401962
Y9998  	TEJ 大盤     	20230621	 17202.4000	   751415383
Y9998  	TEJ 大盤     	20230626	 17059.2400	   751626916
Y9998  	TEJ 大盤     	20230627	 16887.9000	   751626916
Y9998  	TEJ 大盤     	20230628	 16935.6300	   751626916
